1971,1,1,10.05
1971,1,2,11.23
1971,1,3,10.67
1971,1,4,9.13
1971,1,5,12.32
1971,1,6,11.3
1971,1,7,10.22
1971,1,8,10.69
1971,1,9,10.78
1971,1,10,10.69
1971,1,11,11.68
1971,1,12,9.04
1971,1,13,10.58
1971,1,14,12.84
1971,1,15,11.84
1971,1,16,11.33
1971,1,17,16.83
1971,1,18,16.74
1971,1,19,13.5
1971,1,20,15.59
1971,1,21,16.18
1971,1,22,16.2
1971,1,23,16.26
1971,1,24,15.1
1971,1,25,14.15
1971,1,26,14.67
1971,1,27,15.09
1971,1,28,13.4
1971,1,29,10.72
1971,1,30,11.16
1971,1,31,8.54
1971,2,1,8.88
1971,2,2,12.66
1971,2,3,15.94
1971,2,4,15.03
1971,2,5,17.15
1971,2,6,17.18
1971,2,7,15.13
1971,2,8,15.02
1971,2,9,15.6
1971,2,10,19.33
1971,2,11,18.41
1971,2,12,18.97
1971,2,13,20.75
1971,2,14,19.41
1971,2,15,17.87
1971,2,16,14.15
1971,2,17,16.06
1971,2,18,15.02
1971,2,19,13.44
1971,2,20,18.19
1971,2,21,15.21
1971,2,22,14.73
1971,2,23,18.82
1971,2,24,14.76
1971,2,25,12.48
1971,2,26,13.91
1971,2,27,10.81
1971,2,28,12.25
1971,3,1,13.31
1971,3,2,14.98
1971,3,3,13.83
1971,3,4,13.5
1971,3,5,14.45
1971,3,6,17.18
1971,3,7,16.16
1971,3,8,16.58
1971,3,9,13.98
1971,3,10,14.44
1971,3,11,14.01
1971,3,12,12.94
1971,3,13,14.48
1971,3,14,12.34
1971,3,15,17.16
1971,3,16,17.83
1971,3,17,20.01
1971,3,18,21.11
1971,3,19,22.8
1971,3,20,23.91
1971,3,21,21.53
1971,3,22,17.28
1971,3,23,15.16
1971,3,24,18.75
1971,3,25,14.06
1971,3,26,16.13
1971,3,27,18.32
1971,3,28,22.63
1971,3,29,24.76
1971,3,30,20.58
1971,3,31,19.9
1971,4,1,22.62
1971,4,2,23.19
1971,4,3,25.33
1971,4,4,26.17
1971,4,5,24.97
1971,4,6,17.8
1971,4,7,15.24
1971,4,8,18.74
1971,4,9,18.41
1971,4,10,17.22
1971,4,11,19.46
1971,4,12,22.7
1971,4,13,18.11
1971,4,14,21.44
1971,4,15,21.61
1971,4,16,16.29
1971,4,17,14.76
1971,4,18,18.85
1971,4,19,19.85
1971,4,20,14.69
1971,4,21,15.56
1971,4,22,16.78
1971,4,23,16.75
1971,4,24,17.29
1971,4,25,19.33
1971,4,26,18.36
1971,4,27,17.68
1971,4,28,16.7
1971,4,29,16.63
1971,4,30,21.87
1971,5,1,21.49
1971,5,2,18.28
1971,5,3,17.21
1971,5,4,16.72
1971,5,5,20.26
1971,5,6,19.39
1971,5,7,19.93
1971,5,8,16.39
1971,5,9,22.64
1971,5,10,25.59
1971,5,11,20.02
1971,5,12,20.39
1971,5,13,23.08
1971,5,14,25.38
1971,5,15,22.26
1971,5,16,21.66
1971,5,17,24.96
1971,5,18,26.58
1971,5,19,25.9
1971,5,20,23.29
1971,5,21,22.28
1971,5,22,26.95
1971,5,23,25.33
1971,5,24,25.01
1971,5,25,21.52
1971,5,26,18.49
1971,5,27,16.32
1971,5,28,19.15
1971,5,29,20.42
1971,5,30,19.94
1971,5,31,20.0
1971,6,1,18.88
1971,6,2,23.41
1971,6,3,19.96
1971,6,4,25.09
1971,6,5,27.45
1971,6,6,28.02
1971,6,7,25.31
1971,6,8,24.53
1971,6,9,22.52
1971,6,10,24.62
1971,6,11,27.33
1971,6,12,24.6
1971,6,13,23.76
1971,6,14,31.84
1971,6,15,35.21
1971,6,16,36.32
1971,6,17,32.73
1971,6,18,28.98
1971,6,19,24.52
1971,6,20,31.08
1971,6,21,33.38
1971,6,22,29.3
1971,6,23,26.73
