1971,1,1,4.79
1971,1,2,0.71
1971,1,3,-3.73
1971,1,4,-3.55
1971,1,5,-4.85
1971,1,6,-4.04
1971,1,7,-3.51
1971,1,8,-2.29
1971,1,9,-0.31
1971,1,10,-0.05
1971,1,11,2.29
1971,1,12,6.05
1971,1,13,6.07
1971,1,14,5.15
1971,1,15,2.21
1971,1,16,1.54
1971,1,17,5.73
1971,1,18,6.08
1971,1,19,9.96
1971,1,20,10.71
1971,1,21,8.42
1971,1,22,3.2
1971,1,23,1.24
1971,1,24,1.09
1971,1,25,0.99
1971,1,26,2.26
1971,1,27,2.46
1971,1,28,6.33
1971,1,29,5.45
1971,1,30,5.28
1971,1,31,4.2
1971,2,1,3.96
1971,2,2,5.19
1971,2,3,3.0
1971,2,4,-0.52
1971,2,5,1.16
1971,2,6,2.3
1971,2,7,0.24
1971,2,8,-0.12
1971,2,9,1.35
1971,2,10,5.0
1971,2,11,5.2
1971,2,12,3.08
1971,2,13,4.42
1971,2,14,5.45
1971,2,15,8.38
1971,2,16,2.48
1971,2,17,6.46
1971,2,18,2.61
1971,2,19,4.16
1971,2,20,-0.67
1971,2,21,-0.54
1971,2,22,4.4
1971,2,23,3.1
1971,2,24,2.72
1971,2,25,2.52
1971,2,26,-3.55
1971,2,27,-2.77
1971,2,28,-1.48
1971,3,1,0.67
1971,3,2,-2.42
1971,3,3,-0.23
1971,3,4,1.72
1971,3,5,-0.52
1971,3,6,-0.5
1971,3,7,1.4
1971,3,8,1.35
1971,3,9,4.04
1971,3,10,2.12
1971,3,11,4.45
1971,3,12,7.01
1971,3,13,6.42
1971,3,14,3.29
1971,3,15,4.94
1971,3,16,5.58
1971,3,17,7.12
1971,3,18,2.68
1971,3,19,4.75
1971,3,20,5.82
1971,3,21,6.13
1971,3,22,6.07
1971,3,23,9.47
1971,3,24,9.75
1971,3,25,11.84
1971,3,26,10.91
1971,3,27,7.37
1971,3,28,4.36
1971,3,29,7.12
1971,3,30,8.6
1971,3,31,2.62
1971,4,1,4.51
1971,4,2,5.52
1971,4,3,5.92
1971,4,4,8.66
1971,4,5,9.33
1971,4,6,10.54
1971,4,7,8.25
1971,4,8,3.89
1971,4,9,4.95
1971,4,10,9.4
1971,4,11,6.41
1971,4,12,5.67
1971,4,13,7.89
1971,4,14,12.03
1971,4,15,11.56
1971,4,16,8.23
1971,4,17,6.47
1971,4,18,4.81
1971,4,19,5.71
1971,4,20,8.18
1971,4,21,3.16
1971,4,22,2.51
1971,4,23,6.16
1971,4,24,4.1
1971,4,25,3.91
1971,4,26,8.96
1971,4,27,7.44
1971,4,28,8.25
1971,4,29,7.46
1971,4,30,7.76
1971,5,1,9.99
1971,5,2,11.6
1971,5,3,11.3
1971,5,4,11.39
1971,5,5,10.24
1971,5,6,10.28
1971,5,7,10.65
1971,5,8,10.35
1971,5,9,10.37
1971,5,10,11.2
1971,5,11,13.42
1971,5,12,13.82
1971,5,13,12.78
1971,5,14,11.4
1971,5,15,11.16
1971,5,16,9.45
1971,5,17,6.7
1971,5,18,6.75
1971,5,19,8.2
1971,5,20,11.01
1971,5,21,7.03
1971,5,22,7.42
1971,5,23,10.71
1971,5,24,13.01
1971,5,25,13.51
1971,5,26,12.2
1971,5,27,10.03
1971,5,28,10.54
1971,5,29,9.81
1971,5,30,10.59
1971,5,31,8.44
1971,6,1,7.12
1971,6,2,7.93
1971,6,3,9.26
1971,6,4,11.09
1971,6,5,12.01
1971,6,6,13.25
1971,6,7,13.97
1971,6,8,11.7
1971,6,9,11.25
1971,6,10,11.7
1971,6,11,13.25
1971,6,12,13.94
1971,6,13,13.33
1971,6,14,13.71
1971,6,15,14.8
1971,6,16,16.42
1971,6,17,16.02
1971,6,18,16.58
1971,6,19,16.6
1971,6,20,16.18
1971,6,21,16.46
1971,6,22,17.38
1971,6,23,14.79
1971,6,24,16.07
1971,6,25,13.53
1971,6,26,17.54
1971,6,27,15.94
1971,6,28,13.31
1971,6,29,11.84
1971,6,30,14.29
1971,7,1,16.26
1971,7,2,16.26
1971,7,3,14.36
1971,7,4,15.75
1971,7,5,15.56
1971,7,6,17.71
1971,7,7,16.5
1971,7,8,15.07
1971,7,9,15.22
1971,7,10,15.77
1971,7,11,12.27
1971,7,12,14.51
1971,7,13,16.76
1971,7,14,18.02
1971,7,15,19.83
1971,7,16,20.6
1971,7,17,21.11
1971,7,18,19.42
1971,7,19,19.83
1971,7,20,20.41
1971,7,21,20.47
1971,7,22,21.33
1971,7,23,19.05
1971,7,24,17.46
1971,7,25,16.37
1971,7,26,16.86
1971,7,27,18.29
1971,7,28,18.63
1971,7,29,18.29
1971,7,30,19.1
1971,7,31,18.42
1971,8,1,18.42
1971,8,2,20.03
1971,8,3,20.09
1971,8,4,18.4
1971,8,5,19.14
1971,8,6,17.69
1971,8,7,18.55
1971,8,8,17.54
1971,8,9,18.98
1971,8,10,21.99
1971,8,11,22.98
1971,8,12,23.8
1971,8,13,18.91
1971,8,14,17.67
1971,8,15,17.03
1971,8,16,15.76
1971,8,17,15.89
1971,8,18,16.12
1971,8,19,15.61
1971,8,20,14.42
1971,8,21,13.92
1971,8,22,16.14
1971,8,23,15.97
1971,8,24,19.65
1971,8,25,18.81
1971,8,26,18.79
1971,8,27,16.89
1971,8,28,15.54
1971,8,29,14.42
1971,8,30,13.83
1971,8,31,15.18
1971,9,1,12.23
1971,9,2,15.86
1971,9,3,12.61
1971,9,4,13.23
1971,9,5,14.39
1971,9,6,16.61
1971,9,7,11.33
1971,9,8,12.7
1971,9,9,17.57
1971,9,10,16.89
1971,9,11,16.37
1971,9,12,15.91
1971,9,13,19.19
1971,9,14,19.87
1971,9,15,19.49
1971,9,16,18.13
1971,9,17,15.6
1971,9,18,13.36
1971,9,19,11.87
1971,9,20,11.52
1971,9,21,10.35
1971,9,22,11.18
1971,9,23,11.48
1971,9,24,12.72
1971,9,25,11.99
1971,9,26,9.79
1971,9,27,9.96
1971,9,28,6.66
1971,9,29,7.68
1971,9,30,8.05
1971,10,1,4.11
1971,10,2,5.81
1971,10,3,6.48
1971,10,4,8.72
1971,10,5,11.05
1971,10,6,11.78
1971,10,7,12.63
1971,10,8,12.25
1971,10,9,14.06
1971,10,10,13.19
1971,10,11,11.75
1971,10,12,11.16
1971,10,13,12.31
1971,10,14,12.02
1971,10,15,8.27
1971,10,16,5.88
1971,10,17,6.74
1971,10,18,3.13
1971,10,19,3.4
1971,10,20,5.94
1971,10,21,5.48
1971,10,22,5.29
1971,10,23,7.4
1971,10,24,5.39
1971,10,25,2.77
1971,10,26,4.15
1971,10,27,5.37
1971,10,28,2.42
1971,10,29,-1.42
1971,10,30,-1.25
1971,10,31,3.15
1971,11,1,0.8
1971,11,2,1.71
1971,11,3,1.57
1971,11,4,2.64
1971,11,5,3.0
1971,11,6,2.47
1971,11,7,2.6
1971,11,8,1.7
1971,11,9,7.32
1971,11,10,4.11
1971,11,11,11.11
1971,11,12,7.12
1971,11,13,5.93
1971,11,14,2.12
1971,11,15,-0.24
1971,11,16,0.22
1971,11,17,0.28
1971,11,18,2.46
1971,11,19,0.32
1971,11,20,-0.07
1971,11,21,0.62
1971,11,22,0.6
1971,11,23,1.33
1971,11,24,1.56
1971,11,25,2.61
1971,11,26,1.43
1971,11,27,4.79
1971,11,28,8.51
1971,11,29,6.73
