1971,1,1,11.33
1971,1,2,11.3
1971,1,3,9.24
1971,1,4,8.57
1971,1,5,8.18
1971,1,6,10.22
1971,1,7,11.52
1971,1,8,11.63
1971,1,9,13.19
1971,1,10,14.77
1971,1,11,14.0
1971,1,12,11.76
1971,1,13,12.27
1971,1,14,14.14
1971,1,15,14.87
1971,1,16,17.33
1971,1,17,18.42
1971,1,18,20.24
1971,1,19,17.17
1971,1,20,14.08
1971,1,21,15.07
1971,1,22,14.82
1971,1,23,15.33
1971,1,24,15.22
1971,1,25,15.58
1971,1,26,14.39
1971,1,27,11.4
1971,1,28,8.7
1971,1,29,7.95
1971,1,30,8.29
1971,1,31,7.04
1971,2,1,8.42
1971,2,2,7.54
1971,2,3,11.09
1971,2,4,14.51
1971,2,5,15.54
1971,2,6,13.65
1971,2,7,15.97
1971,2,8,15.07
1971,2,9,15.68
1971,2,10,15.09
1971,2,11,16.0
1971,2,12,19.73
1971,2,13,21.98
1971,2,14,21.66
1971,2,15,20.69
1971,2,16,16.54
1971,2,17,15.63
1971,2,18,15.76
1971,2,19,14.29
1971,2,20,13.38
1971,2,21,15.99
1971,2,22,15.8
1971,2,23,15.59
1971,2,24,17.71
1971,2,25,15.02
1971,2,26,12.46
1971,2,27,10.22
1971,2,28,10.54
1971,3,1,12.14
1971,3,2,14.51
1971,3,3,17.25
1971,3,4,15.95
1971,3,5,15.61
1971,3,6,18.59
1971,3,7,21.09
1971,3,8,20.74
1971,3,9,20.81
1971,3,10,19.28
1971,3,11,20.07
1971,3,12,20.31
1971,3,13,15.97
1971,3,14,16.18
1971,3,15,18.95
1971,3,16,20.46
1971,3,17,19.35
1971,3,18,20.52
1971,3,19,22.8
1971,3,20,24.21
1971,3,21,24.96
1971,3,22,25.59
1971,3,23,21.2
1971,3,24,20.71
1971,3,25,20.2
1971,3,26,20.81
1971,3,27,20.13
1971,3,28,22.5
1971,3,29,26.13
1971,3,30,24.39
1971,3,31,19.61
1971,4,1,23.67
1971,4,2,26.29
1971,4,3,26.54
1971,4,4,29.32
